File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(6) Closed Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid1324,aid1324,2018-01-01,,,,,,,2.0,,2.0,2.0,,,,2.0
LC_Type1_2018001_aid1325,aid1325,2018-01-01,,,,,,,3.0,1.0,,5.0,,,,
LC_Type1_2018001_aid1326,aid1326,2018-01-01,,64.0,,,,21.0,,5.0,,,,,,
LC_Type1_2018001_aid1327,aid1327,2018-01-01,,,,,,,1.0,,,,1.0,,,
LC_Type1_2018001_aid1328,aid1328,2018-01-01,,8.0,,,,25.0,,9.0,,2.0,,,,
LC_Type1_2018001_aid1329,aid1329,2018-01-01,,,,,,,,,,8.0,,,,
LC_Type1_2018001_aid1330,aid1330,2018-01-01,,,,,,6.0,,2.0,,,,2.0,,
LC_Type1_2018001_aid1331,aid1331,2018-01-01,,,,,,24.0,,3.0,,,,,,
LC_Type1_2018001_aid1332,aid1332,2018-01-01,,,,,,12.0,,12.0,,2.0,,1.0,,
LC_Type1_2018001_aid1333,aid1333,2018-01-01,,,,,,,,4.0,2.0,2.0,,,,2.0
LC_Type1_2018001_aid1334,aid1334,2018-01-01,,12.0,,,,25.0,,1.0,,,,,,
LC_Type1_2018001_aid1335,aid1335,2018-01-01,,,,,,14.0,,1.0,,5.0,,1.0,,
LC_Type1_2018001_aid1336,aid1336,2018-01-01,,,,,,27.0,,1.0,,,,,,
LC_Type1_2018001_aid1337,aid1337,2018-01-01,,,,,,,1.0,2.0,2.0,4.0,,,,
LC_Type1_2018001_aid1338,aid1338,2018-01-01,,,,,,10.0,,6.0,,,,,,
LC_Type1_2018001_aid1339,aid1339,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1340,aid1340,2018-01-01,,2.0,,,,4.0,,,,3.0,,3.0,,
LC_Type1_2018001_aid1341,aid1341,2018-01-01,,,,,,14.0,,1.0,,,,3.0,,
LC_Type1_2018001_aid1342,aid1342,2018-01-01,,47.0,,,,28.0,,,,,,,,
LC_Type1_2018001_aid1343,aid1343,2018-01-01,,,,,,,,5.0,,5.0,,1.0,,
LC_Type1_2018001_aid1344,aid1344,2018-01-01,,,,,,,1.0,,,,,,,
LC_Type1_2018001_aid1345,aid1345,2018-01-01,,,,,,11.0,,3.0,,,,,,
LC_Type1_2018001_aid1346,aid1346,2018-01-01,,,,,,,2.0,,,,,,,
LC_Type1_2018001_aid1347,aid1347,2018-01-01,,2.0,,,,,3.0,,2.0,1.0,,,,
LC_Type1_2018001_aid1348,aid1348,2018-01-01,,,,,,,2.0,2.0,4.0,1.0,,,,2.0
LC_Type1_2018001_aid1349,aid1349,2018-01-01,,,,,,4.0,,7.0,,,,,,
LC_Type1_2018001_aid1350,aid1350,2018-01-01,,12.0,,,,27.0,,5.0,,,,,,
LC_Type1_2018001_aid1351,aid1351,2018-01-01,,,,,,19.0,,6.0,,3.0,,1.0,,
LC_Type1_2018001_aid1352,aid1352,2018-01-01,,,,,,5.0,,3.0,,,,,,
LC_Type1_2018001_aid1353,aid1353,2018-01-01,,,,,,,,1.0,,14.0,,,,
LC_Type1_2018001_aid1354,aid1354,2018-01-01,,,,,,,1.0,,2.0,,1.0,,,
LC_Type1_2018001_aid1355,aid1355,2018-01-01,,,,,,,,3.0,,12.0,,,,
LC_Type1_2018001_aid1356,aid1356,2018-01-01,,,,,,1.0,,7.0,,,,2.0,,
LC_Type1_2018001_aid1357,aid1357,2018-01-01,,,,,,,,7.0,,1.0,,4.0,,
LC_Type1_2018001_aid1358,aid1358,2018-01-01,,,,,,2.0,1.0,4.0,,1.0,,3.0,,
LC_Type1_2018001_aid1359,aid1359,2018-01-01,,,,,,,,14.0,,7.0,,6.0,,
LC_Type1_2018001_aid1360,aid1360,2018-01-01,,,,,,,,2.0,,9.0,,,,
LC_Type1_2018001_aid1361,aid1361,2018-01-01,,,,,,,,5.0,,3.0,,,,
LC_Type1_2018001_aid1362,aid1362,2018-01-01,,22.0,,,,17.0,,1.0,,,,,,
LC_Type1_2018001_aid1363,aid1363,2018-01-01,,,,,,1.0,,5.0,,12.0,,,,
LC_Type1_2018001_aid1364,aid1364,2018-01-01,,,,,,2.0,,3.0,,,,,,
LC_Type1_2018001_aid1365,aid1365,2018-01-01,,,,,,,,,,1.0,,2.0,,
LC_Type1_2018001_aid1366,aid1366,2018-01-01,,,,,,,,3.0,,,,5.0,,
LC_Type1_2018001_aid1367,aid1367,2018-01-01,,,,,,8.0,,8.0,,,,,,
LC_Type1_2018001_aid1368,aid1368,2018-01-01,,,,,,9.0,,2.0,,,,,,
LC_Type1_2018001_aid1369,aid1369,2018-01-01,,,,,,,,2.0,,10.0,,1.0,,
LC_Type1_2018001_aid1370,aid1370,2018-01-01,,,,,,1.0,,5.0,,9.0,,,,
LC_Type1_2018001_aid1371,aid1371,2018-01-01,,,,,,,,4.0,,4.0,,1.0,,
LC_Type1_2018001_aid1372,aid1372,2018-01-01,,60.0,,,,38.0,,1.0,,,,,,
LC_Type1_2018001_aid1373,aid1373,2018-01-01,,12.0,,,,26.0,,1.0,,,,,,
LC_Type1_2018001_aid1374,aid1374,2018-01-01,,,,,,,,1.0,,,,2.0,,
LC_Type1_2018001_aid1375,aid1375,2018-01-01,,,,,,,,7.0,,7.0,,3.0,,
LC_Type1_2018001_aid1376,aid1376,2018-01-01,,,,,,,,7.0,,1.0,,2.0,,
LC_Type1_2018001_aid1377,aid1377,2018-01-01,,,,,,1.0,,5.0,,,,2.0,,
LC_Type1_2018001_aid1378,aid1378,2018-01-01,,,,,,,,4.0,,3.0,,,,
LC_Type1_2018001_aid1379,aid1379,2018-01-01,,,,,,,,1.0,,6.0,,,,
LC_Type1_2018001_aid1380,aid1380,2018-01-01,,,,,,6.0,,7.0,,,,2.0,,
LC_Type1_2018001_aid1381,aid1381,2018-01-01,,,,,,5.0,,3.0,,,,,,
LC_Type1_2018001_aid1382,aid1382,2018-01-01,,,,,,,,2.0,,15.0,,2.0,,
LC_Type1_2018001_aid1383,aid1383,2018-01-01,,,,,,,,3.0,,7.0,,,,
LC_Type1_2018001_aid1384,aid1384,2018-01-01,,,,,,2.0,1.0,5.0,,1.0,,,,
LC_Type1_2018001_aid1385,aid1385,2018-01-01,,30.0,,,,47.0,,1.0,,,,,,
LC_Type1_2018001_aid1386,aid1386,2018-01-01,,,,,,,,2.0,,,,,,
LC_Type1_2018001_aid1387,aid1387,2018-01-01,,,,,,3.0,,1.0,,7.0,,,,
LC_Type1_2018001_aid1388,aid1388,2018-01-01,,99.0,,,,7.0,,,,,,,,
LC_Type1_2018001_aid1389,aid1389,2018-01-01,,,,,,2.0,,4.0,,2.0,,1.0,,
LC_Type1_2018001_aid1390,aid1390,2018-01-01,,,,,,,,,,,,1.0,,
LC_Type1_2018001_aid1391,aid1391,2018-01-01,,15.0,,,,30.0,,1.0,,,,,,
LC_Type1_2018001_aid1392,aid1392,2018-01-01,,,,,,,,8.0,,14.0,,1.0,,
LC_Type1_2018001_aid1393,aid1393,2018-01-01,,,,,,8.0,,5.0,,,,,,
LC_Type1_2018001_aid1394,aid1394,2018-01-01,,,,,,,,2.0,,8.0,,2.0,,
LC_Type1_2018001_aid1395,aid1395,2018-01-01,,,,,,2.0,,14.0,,4.0,,5.0,,
LC_Type1_2018001_aid1396,aid1396,2018-01-01,,,,,,3.0,,6.0,,,,1.0,,
LC_Type1_2018001_aid1397,aid1397,2018-01-01,,,,,,13.0,,5.0,,,,,,
LC_Type1_2018001_aid1398,aid1398,2018-01-01,,,,,,3.0,,5.0,,,,,,
LC_Type1_2018001_aid1399,aid1399,2018-01-01,,17.0,,,,25.0,,,,,,,,
LC_Type1_2018001_aid1400,aid1400,2018-01-01,,,,,,,,5.0,,6.0,,,,
LC_Type1_2018001_aid1401,aid1401,2018-01-01,,2.0,,,,16.0,,,,,,,,
LC_Type1_2018001_aid1402,aid1402,2018-01-01,,,,,,12.0,,5.0,,,,,,
LC_Type1_2018001_aid1403,aid1403,2018-01-01,,,,,,,,,,7.0,,,,
LC_Type1_2018001_aid1404,aid1404,2018-01-01,,,,,,,,,,1.0,,2.0,,
LC_Type1_2018001_aid1405,aid1405,2018-01-01,,,,,,,,,,,,1.0,,
LC_Type1_2018001_aid1406,aid1406,2018-01-01,,,,,,,,1.0,,1.0,,,,
LC_Type1_2018001_aid1407,aid1407,2018-01-01,,,,,,1.0,,8.0,,2.0,,,,
LC_Type1_2018001_aid1408,aid1408,2018-01-01,,,,,,,,1.0,,,,,,
LC_Type1_2018001_aid1409,aid1409,2018-01-01,,,,,,,,1.0,,,,,,
LC_Type1_2018001_aid1410,aid1410,2018-01-01,,,,,,9.0,,4.0,,,,,,
LC_Type1_2018001_aid1411,aid1411,2018-01-01,,,,,,6.0,,5.0,,,,,,
LC_Type1_2018001_aid1412,aid1412,2018-01-01,,,,,,,,7.0,,,,1.0,,
LC_Type1_2018001_aid1413,aid1413,2018-01-01,,,,,,,,,,1.0,,,,
LC_Type1_2018001_aid1414,aid1414,2018-01-01,,,,,,8.0,,9.0,,,,,,
LC_Type1_2018001_aid1415,aid1415,2018-01-01,,,,,,1.0,,3.0,,,,,,
LC_Type1_2018001_aid1416,aid1416,2018-01-01,,,,,,,,2.0,,8.0,,2.0,,
LC_Type1_2018001_aid1417,aid1417,2018-01-01,,,,,,,,1.0,,,,,,
LC_Type1_2018001_aid1418,aid1418,2018-01-01,,,,,,,,4.0,,4.0,,2.0,,
LC_Type1_2018001_aid1419,aid1419,2018-01-01,,,,,,,,,,5.0,,3.0,,
LC_Type1_2018001_aid1420,aid1420,2018-01-01,,,,,,16.0,1.0,13.0,,,,9.0,,
LC_Type1_2018001_aid1421,aid1421,2018-01-01,,,,,,4.0,,5.0,,3.0,,,,
LC_Type1_2018001_aid1422,aid1422,2018-01-01,,,,,,1.0,,,1.0,,,,,
LC_Type1_2018001_aid1423,aid1423,2018-01-01,,,,,,1.0,,1.0,,4.0,,1.0,,
LC_Type1_2018001_aid1424,aid1424,2018-01-01,,,,,,,,,,4.0,,,,
LC_Type1_2018001_aid1425,aid1425,2018-01-01,,,,,,2.0,,8.0,,6.0,,2.0,,
LC_Type1_2018001_aid1426,aid1426,2018-01-01,,,,,,1.0,,1.0,,,1.0,,,
LC_Type1_2018001_aid1427,aid1427,2018-01-01,,,,,,5.0,,5.0,,1.0,,5.0,,
LC_Type1_2018001_aid1428,aid1428,2018-01-01,,,,,,4.0,,5.0,,1.0,,1.0,,
LC_Type1_2018001_aid1429,aid1429,2018-01-01,,,,,,10.0,,,,,,1.0,,
LC_Type1_2018001_aid1430,aid1430,2018-01-01,,,,,,12.0,,,,,,1.0,,
LC_Type1_2018001_aid1431,aid1431,2018-01-01,,,,,,3.0,,15.0,,1.0,,2.0,,
LC_Type1_2018001_aid1432,aid1432,2018-01-01,,,,,,3.0,,4.0,,,1.0,,,
LC_Type1_2018001_aid1433,aid1433,2018-01-01,,,,,,,,,,9.0,,,,
LC_Type1_2018001_aid1434,aid1434,2018-01-01,,,,,,1.0,,2.0,,11.0,,5.0,,
LC_Type1_2018001_aid1435,aid1435,2018-01-01,,,,,,2.0,,3.0,3.0,1.0,2.0,,,1.0
LC_Type1_2018001_aid1436,aid1436,2018-01-01,,,,,,,,1.0,2.0,,,,,
LC_Type1_2018001_aid1437,aid1437,2018-01-01,,,,,,3.0,,3.0,,,,,,
LC_Type1_2018001_aid1438,aid1438,2018-01-01,,,,,,10.0,,8.0,,,,,,
LC_Type1_2018001_aid1439,aid1439,2018-01-01,,,,,,8.0,,4.0,,3.0,,,,
LC_Type1_2018001_aid1440,aid1440,2018-01-01,,,,,,11.0,,1.0,,,,,,
LC_Type1_2018001_aid1441,aid1441,2018-01-01,,,,,,2.0,,10.0,,,,,,
LC_Type1_2018001_aid1442,aid1442,2018-01-01,,,,,,5.0,,1.0,,7.0,,1.0,,
LC_Type1_2018001_aid1443,aid1443,2018-01-01,,,,,,7.0,,,,,,,,
LC_Type1_2018001_aid1444,aid1444,2018-01-01,,,,,,1.0,,10.0,2.0,1.0,,,,
LC_Type1_2018001_aid1445,aid1445,2018-01-01,,,,,,,,3.0,,5.0,,,,
LC_Type1_2018001_aid1446,aid1446,2018-01-01,,,,,,11.0,,2.0,,,,,,
LC_Type1_2018001_aid1447,aid1447,2018-01-01,,,,,,2.0,,,,,,,,
LC_Type1_2018001_aid1448,aid1448,2018-01-01,,,,,,11.0,,11.0,,1.0,,3.0,,
LC_Type1_2018001_aid1449,aid1449,2018-01-01,,,,,,3.0,,5.0,6.0,,,,,3.0
LC_Type1_2018001_aid1450,aid1450,2018-01-01,,,,,,,,6.0,,4.0,,,,
LC_Type1_2018001_aid1451,aid1451,2018-01-01,,,,,,,,3.0,5.0,,,,,
LC_Type1_2018001_aid1452,aid1452,2018-01-01,,,,,,11.0,,6.0,,,,,,
LC_Type1_2018001_aid1453,aid1453,2018-01-01,,,,,,1.0,,3.0,,10.0,,2.0,,
LC_Type1_2018001_aid1454,aid1454,2018-01-01,,,,,,,,1.0,,6.0,,2.0,,
LC_Type1_2018001_aid1455,aid1455,2018-01-01,,,,,,5.0,,4.0,,2.0,,4.0,,
LC_Type1_2018001_aid1456,aid1456,2018-01-01,,,,,,3.0,,7.0,3.0,,,,,1.0
LC_Type1_2018001_aid1457,aid1457,2018-01-01,,,,,,,,3.0,1.0,,,,,
LC_Type1_2018001_aid1458,aid1458,2018-01-01,,,,,,4.0,,8.0,2.0,2.0,,,,2.0
LC_Type1_2018001_aid1459,aid1459,2018-01-01,,,,,,22.0,,,,,,,,
LC_Type1_2018001_aid1460,aid1460,2018-01-01,,,,,,2.0,,2.0,,,,,,
LC_Type1_2018001_aid1461,aid1461,2018-01-01,,,,,,1.0,,,,,1.0,,,
LC_Type1_2018001_aid1462,aid1462,2018-01-01,,,,,,12.0,,1.0,,,,,,
LC_Type1_2018001_aid1463,aid1463,2018-01-01,,,,,,,,2.0,,6.0,,,,
LC_Type1_2018001_aid1464,aid1464,2018-01-01,,,,,,6.0,,9.0,,,,,,
LC_Type1_2018001_aid1465,aid1465,2018-01-01,,35.0,,,,2.0,,,,,,,,
LC_Type1_2018001_aid1466,aid1466,2018-01-01,,1.0,,,,1.0,,2.0,3.0,,1.0,,,2.0
LC_Type1_2018001_aid1467,aid1467,2018-01-01,,,,,,18.0,,7.0,,8.0,,1.0,,
LC_Type1_2018001_aid1468,aid1468,2018-01-01,,,,,,8.0,,,,,,1.0,,
LC_Type1_2018001_aid1469,aid1469,2018-01-01,,4.0,,,,41.0,,5.0,,,,,,
LC_Type1_2018001_aid1470,aid1470,2018-01-01,,,,,,16.0,,,,,,,,
LC_Type1_2018001_aid1471,aid1471,2018-01-01,,1.0,,,,,,,8.0,,,,,2.0
LC_Type1_2018001_aid1472,aid1472,2018-01-01,,1.0,,,,18.0,,,,,,,,
LC_Type1_2018001_aid1473,aid1473,2018-01-01,,5.0,,,,7.0,,1.0,,,,2.0,,
LC_Type1_2018001_aid1474,aid1474,2018-01-01,,69.0,,,,13.0,,,,,,,,
LC_Type1_2018001_aid1475,aid1475,2018-01-01,,,,,,10.0,,5.0,,5.0,,,,
LC_Type1_2018001_aid1476,aid1476,2018-01-01,,1.0,,,,,,1.0,4.0,,,,,1.0
LC_Type1_2018001_aid1477,aid1477,2018-01-01,,1.0,,,,,2.0,1.0,5.0,,,,,
LC_Type1_2018001_aid1478,aid1478,2018-01-01,,1.0,,,,2.0,,4.0,,,5.0,,,
LC_Type1_2018001_aid1479,aid1479,2018-01-01,,,,,,11.0,,17.0,,7.0,,,,
LC_Type1_2018001_aid1480,aid1480,2018-01-01,,,,,,,,5.0,,3.0,6.0,,,
LC_Type1_2018001_aid1481,aid1481,2018-01-01,,15.0,,,,17.0,,,,,,,,
LC_Type1_2018001_aid1482,aid1482,2018-01-01,,,,,,,,2.0,3.0,,1.0,,,1.0
LC_Type1_2018001_aid1483,aid1483,2018-01-01,,3.0,,,,36.0,,,,,,,,
LC_Type1_2018001_aid1484,aid1484,2018-01-01,,1.0,,,,4.0,,14.0,,4.0,,6.0,,
LC_Type1_2018001_aid1485,aid1485,2018-01-01,,,,,,15.0,,,,,,,,
LC_Type1_2018001_aid1486,aid1486,2018-01-01,,,,,,,,5.0,,7.0,,,,
LC_Type1_2018001_aid1487,aid1487,2018-01-01,,,,,,10.0,,6.0,,,,,,
LC_Type1_2018001_aid1488,aid1488,2018-01-01,,11.0,,,,16.0,,,,,,,,
LC_Type1_2018001_aid1489,aid1489,2018-01-01,,,,,,4.0,,12.0,,18.0,1.0,1.0,,
LC_Type1_2018001_aid1490,aid1490,2018-01-01,,,,,,,,6.0,,15.0,,,,
LC_Type1_2018001_aid1491,aid1491,2018-01-01,,,,,,3.0,,17.0,,9.0,,1.0,,
LC_Type1_2018001_aid1492,aid1492,2018-01-01,,,,,,,,2.0,,3.0,,,,
LC_Type1_2018001_aid1493,aid1493,2018-01-01,,,,,,17.0,,,,,,,,
LC_Type1_2018001_aid1494,aid1494,2018-01-01,,3.0,,,,1.0,,,5.0,,,,,1.0
LC_Type1_2018001_aid1495,aid1495,2018-01-01,,1.0,,,,,,5.0,4.0,3.0,,,,1.0
LC_Type1_2018001_aid1496,aid1496,2018-01-01,,3.0,,,,4.0,,4.0,5.0,,,,,2.0
LC_Type1_2018001_aid1497,aid1497,2018-01-01,,,,,,3.0,,1.0,,,,3.0,,
LC_Type1_2018001_aid1498,aid1498,2018-01-01,,,,,,,,1.0,1.0,,3.0,,,1.0
LC_Type1_2018001_aid1499,aid1499,2018-01-01,,,,,,10.0,,1.0,,,,2.0,,
LC_Type1_2018001_aid1500,aid1500,2018-01-01,,4.0,,,,53.0,,,,,,,,
LC_Type1_2018001_aid1501,aid1501,2018-01-01,,61.0,,,,19.0,,,,,,,,
LC_Type1_2018001_aid1502,aid1502,2018-01-01,,5.0,,,,44.0,,,,,,1.0,,
LC_Type1_2018001_aid1503,aid1503,2018-01-01,,3.0,,,,9.0,,1.0,1.0,,,,,
LC_Type1_2018001_aid1504,aid1504,2018-01-01,,1.0,,,,,,5.0,2.0,10.0,,,,
LC_Type1_2018001_aid1505,aid1505,2018-01-01,,,,,,11.0,,7.0,,,,,,
LC_Type1_2018001_aid1506,aid1506,2018-01-01,,1.0,,,,16.0,,1.0,,,,2.0,,
LC_Type1_2018001_aid1507,aid1507,2018-01-01,,4.0,,,,9.0,,3.0,,,,,,
LC_Type1_2018001_aid1508,aid1508,2018-01-01,,2.0,,,,1.0,2.0,4.0,,4.0,,1.0,,
LC_Type1_2018001_aid1509,aid1509,2018-01-01,,,,,,15.0,,3.0,,,,,,
LC_Type1_2018001_aid1510,aid1510,2018-01-01,,1.0,,,,,1.0,4.0,,2.0,,1.0,,
LC_Type1_2018001_aid1511,aid1511,2018-01-01,,1.0,,,,19.0,,11.0,,,,1.0,,
LC_Type1_2018001_aid1512,aid1512,2018-01-01,,,,,,,,2.0,,21.0,,,,
LC_Type1_2018001_aid1513,aid1513,2018-01-01,,2.0,,,,24.0,,2.0,,,,,,
LC_Type1_2018001_aid1514,aid1514,2018-01-01,,22.0,,,,24.0,,,,,,,,
LC_Type1_2018001_aid1515,aid1515,2018-01-01,,,,,,1.0,,1.0,,,4.0,,,1.0
LC_Type1_2018001_aid1516,aid1516,2018-01-01,,1.0,,,,7.0,,5.0,,,,,,
LC_Type1_2018001_aid1517,aid1517,2018-01-01,,,,,,19.0,,,,,,,,
LC_Type1_2018001_aid1518,aid1518,2018-01-01,,47.0,,,,19.0,,,,,,,,
LC_Type1_2018001_aid1519,aid1519,2018-01-01,,2.0,,,,6.0,,,1.0,,,,,1.0
LC_Type1_2018001_aid1520,aid1520,2018-01-01,,3.0,,,,9.0,,1.0,4.0,,,,,1.0
LC_Type1_2018001_aid1521,aid1521,2018-01-01,,59.0,,,,88.0,,,,,,,,
LC_Type1_2018001_aid1522,aid1522,2018-01-01,,9.0,,,,44.0,,,,,,,,
LC_Type1_2018001_aid1523,aid1523,2018-01-01,,,,,,2.0,,3.0,1.0,,,,,
LC_Type1_2018001_aid1524,aid1524,2018-01-01,,,,,,,,8.0,1.0,,,,,
LC_Type1_2018001_aid1525,aid1525,2018-01-01,,31.0,,,,33.0,,,,,,,,
LC_Type1_2018001_aid1526,aid1526,2018-01-01,,,,,,,,,6.0,,,,,13.0
LC_Type1_2018001_aid1527,aid1527,2018-01-01,,9.0,,,,25.0,,,,,,,,
LC_Type1_2018001_aid1528,aid1528,2018-01-01,,1.0,,,,9.0,1.0,15.0,,6.0,,,,
LC_Type1_2018001_aid1529,aid1529,2018-01-01,,,,,,9.0,,6.0,,1.0,,,,
LC_Type1_2018001_aid1530,aid1530,2018-01-01,,56.0,,,,50.0,,,,,,,,
LC_Type1_2018001_aid1531,aid1531,2018-01-01,,,,,,1.0,,,1.0,1.0,2.0,,,3.0
LC_Type1_2018001_aid1532,aid1532,2018-01-01,,,,,,1.0,,4.0,1.0,,1.0,,,1.0
LC_Type1_2018001_aid1533,aid1533,2018-01-01,,1.0,,,,14.0,,3.0,2.0,,,,,1.0
LC_Type1_2018001_aid1534,aid1534,2018-01-01,,,,,,,,7.0,3.0,3.0,,,,2.0
LC_Type1_2018001_aid1535,aid1535,2018-01-01,,,,,,1.0,,6.0,3.0,5.0,,,,2.0
LC_Type1_2018001_aid1536,aid1536,2018-01-01,,,,,,,,,,,,,,8.0
LC_Type1_2018001_aid1537,aid1537,2018-01-01,,57.0,,,,39.0,,,,,,,,
LC_Type1_2018001_aid1538,aid1538,2018-01-01,,75.0,,,,38.0,,,,,,,,
LC_Type1_2018001_aid1539,aid1539,2018-01-01,,113.0,,,,87.0,,,,,,,,
LC_Type1_2018001_aid1540,aid1540,2018-01-01,,73.0,,,,9.0,,,,,,,,
LC_Type1_2018001_aid1541,aid1541,2018-01-01,,21.0,,,,9.0,,,3.0,,,,,1.0
LC_Type1_2018001_aid1542,aid1542,2018-01-01,,162.0,,,,64.0,,,,,,,,
LC_Type1_2018001_aid1543,aid1543,2018-01-01,,12.0,,,,2.0,1.0,,4.0,,,,,3.0
LC_Type1_2018001_aid1544,aid1544,2018-01-01,,10.0,,,,18.0,,,2.0,,,,,1.0
LC_Type1_2018001_aid1545,aid1545,2018-01-01,,22.0,,,,22.0,,,,,,,,
LC_Type1_2018001_aid1546,aid1546,2018-01-01,,11.0,,,,49.0,,1.0,,,,,,
LC_Type1_2018001_aid1547,aid1547,2018-01-01,,8.0,,,,4.0,,,,,,,,
LC_Type1_2018001_aid1548,aid1548,2018-01-01,,10.0,,,,12.0,,1.0,2.0,,,,,3.0
LC_Type1_2018001_aid1549,aid1549,2018-01-01,,18.0,,,,5.0,,,,,,,,
LC_Type1_2018001_aid1550,aid1550,2018-01-01,,,,,,4.0,1.0,1.0,3.0,,,,,1.0
LC_Type1_2018001_aid1551,aid1551,2018-01-01,,23.0,,,,11.0,,1.0,,,,,,
LC_Type1_2018001_aid1552,aid1552,2018-01-01,,,,,,9.0,2.0,,5.0,,,,,4.0
LC_Type1_2018001_aid1553,aid1553,2018-01-01,,13.0,,,,9.0,,,,,,,,2.0
LC_Type1_2018001_aid1554,aid1554,2018-01-01,,5.0,,,,5.0,,2.0,3.0,,,,,1.0
LC_Type1_2018001_aid1555,aid1555,2018-01-01,,81.0,,,,77.0,1.0,1.0,14.0,,,,,4.0
LC_Type1_2018001_aid1556,aid1556,2018-01-01,,,,,,39.0,,,,,,,,
LC_Type1_2018001_aid1557,aid1557,2018-01-01,,9.0,,,,13.0,4.0,10.0,10.0,,,1.0,,
LC_Type1_2018001_aid1558,aid1558,2018-01-01,,,,,,14.0,,1.0,8.0,,,,,
LC_Type1_2018001_aid1559,aid1559,2018-01-01,,1.0,,,,10.0,2.0,1.0,8.0,,,,,4.0
LC_Type1_2018001_aid1560,aid1560,2018-01-01,,,,,,23.0,,,,,,,,
LC_Type1_2018001_aid1561,aid1561,2018-01-01,,,,,,9.0,2.0,,,,,,,1.0
LC_Type1_2018001_aid1562,aid1562,2018-01-01,,8.0,,,,100.0,,,,,,,,
LC_Type1_2018001_aid1563,aid1563,2018-01-01,,2.0,,,,52.0,,,,,,,,
LC_Type1_2018001_aid1564,aid1564,2018-01-01,,1.0,,,,28.0,,,,,,,,
LC_Type1_2018001_aid1565,aid1565,2018-01-01,,,,,,60.0,,,,,,,,
LC_Type1_2018001_aid1566,aid1566,2018-01-01,,,,,,22.0,1.0,3.0,,,4.0,,,
LC_Type1_2018001_aid1567,aid1567,2018-01-01,,,,,,1.0,2.0,,2.0,,4.0,,,1.0
LC_Type1_2018001_aid1568,aid1568,2018-01-01,,,,,,11.0,1.0,1.0,1.0,,2.0,,,
LC_Type1_2018001_aid1569,aid1569,2018-01-01,,,,,,35.0,4.0,,1.0,,4.0,,,1.0
LC_Type1_2018001_aid1570,aid1570,2018-01-01,,1.0,,,,32.0,1.0,2.0,7.0,,1.0,,,2.0
LC_Type1_2018001_aid1571,aid1571,2018-01-01,,,,,,27.0,,,,,,,,
LC_Type1_2018001_aid1572,aid1572,2018-01-01,,1.0,,,,3.0,1.0,2.0,7.0,,,,,
LC_Type1_2018001_aid1573,aid1573,2018-01-01,,,,,,3.0,1.0,1.0,1.0,,3.0,,,1.0
LC_Type1_2018001_aid1574,aid1574,2018-01-01,,,,,,,,1.0,2.0,,5.0,,,
LC_Type1_2018001_aid1575,aid1575,2018-01-01,,,,,,7.0,2.0,,,,4.0,,,
LC_Type1_2018001_aid1576,aid1576,2018-01-01,,,,,,,3.0,1.0,1.0,,2.0,,1.0,2.0
LC_Type1_2018001_aid1577,aid1577,2018-01-01,,3.0,,,,39.0,,1.0,,,,,,
LC_Type1_2018001_aid1578,aid1578,2018-01-01,,,,,,20.0,,1.0,3.0,,,,,1.0
LC_Type1_2018001_aid1579,aid1579,2018-01-01,,1.0,,,,7.0,,,,,,,,1.0
LC_Type1_2018001_aid1580,aid1580,2018-01-01,,,,,,12.0,,9.0,,,,,,
LC_Type1_2018001_aid1581,aid1581,2018-01-01,,,,,,13.0,,4.0,,,,,,
LC_Type1_2018001_aid1582,aid1582,2018-01-01,,3.0,,,,23.0,,,,,,,,
LC_Type1_2018001_aid1583,aid1583,2018-01-01,,,,,,25.0,,7.0,,,,,,
LC_Type1_2018001_aid1584,aid1584,2018-01-01,,,,,,6.0,,11.0,,,,,,
LC_Type1_2018001_aid1585,aid1585,2018-01-01,,1.0,,,,27.0,,3.0,,,,,,
LC_Type1_2018001_aid1586,aid1586,2018-01-01,,,,,,19.0,2.0,11.0,,1.0,,,,
LC_Type1_2018001_aid1587,aid1587,2018-01-01,,,,,,32.0,,3.0,,,,,,
LC_Type1_2018001_aid1588,aid1588,2018-01-01,,,,,,30.0,,19.0,,,,,,
LC_Type1_2018001_aid1589,aid1589,2018-01-01,,,,,,14.0,1.0,9.0,,,,,,
LC_Type1_2018001_aid1590,aid1590,2018-01-01,,,,,,15.0,,8.0,,,,,,
LC_Type1_2018001_aid1591,aid1591,2018-01-01,,1.0,,,,33.0,1.0,11.0,,,,,,
LC_Type1_2018001_aid1592,aid1592,2018-01-01,,3.0,,,,57.0,,5.0,,,,,,
LC_Type1_2018001_aid1593,aid1593,2018-01-01,,,,,,27.0,,7.0,,,,,,
LC_Type1_2018001_aid1594,aid1594,2018-01-01,,,,,,2.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid1595,aid1595,2018-01-01,,,,,,2.0,,3.0,,,,,,
